Bank,Capital_ID,Capital_Amount,Capital_Ratio,RWA,Rating
Deutsche Bank,CP003660,3253174.0167794325,13.235197077857157,1436420.4012824888,BBB
Citigroup,CP003661,285294.7270313307,11.727031457355352,4221217.778552796,AA
Citigroup,CP003662,1564962.2522865278,12.19674533035926,4733881.672276761,AAA
HSBC,CP003663,1310404.3622543912,9.480662254029138,2450063.014231227,B
Deutsche Bank,CP003664,2268855.12862135,13.13260835814476,2008442.2995065055,AA
Citigroup,CP003665,10351951.882466795,14.481496978972462,254742.8894231373,BBB
Barclays,CP003666,2598437.3310872056,13.959449709842744,784533.0181714217,BBB
HSBC,CP003667,1896719.3789360113,13.033570897156086,6957625.741656935,AA
Deutsche Bank,CP003668,2391863.4384545633,13.170191696531013,1607875.7994000847,A
HSBC,CP003669,775166.6684441458,13.221678678228788,26505667.158302855,A
Deutsche Bank,CP003670,8323956.690460186,14.271355919356896,2631005.643878133,BBB
Citigroup,CP003671,4387830.796813737,11.096868162902233,4966904.645361219,AA
Barclays,CP003672,1827215.4987374211,10.874608081646148,3850069.171241859,BB
HSBC,CP003673,10203557.294741357,11.807102317306823,5632276.366864296,A
HSBC,CP003674,765594.9084219554,12.486924892142483,154585.5285060046,AAA
Deutsche Bank,CP003675,382518.93096426735,13.382162678250111,1213003.6117176393,AA
Barclays,CP003676,895053.8188265051,15.348699004172559,28721446.9773638,BBB
Deutsche Bank,CP003677,500177.76002141717,14.775414853964019,1778106.2280815686,BB
HSBC,CP003678,4479180.414408324,13.886903205201566,20181190.77926706,BBB
Deutsche Bank,CP003679,1804607.900964224,14.089583474551587,1503746.3202109712,BB
Barclays,CP003680,1059877.1528226149,13.116522747063263,14903989.638727535,A
Citigroup,CP003681,6605060.513683135,11.423031873771347,392500.60328147374,BBB
Citigroup,CP003682,1313358.9521154026,10.161769580832162,912763.5157321341,BB
Barclays,CP003683,722270.8578820322,11.649754069192864,15590865.223546943,BBB
Deutsche Bank,CP003684,1355564.0944089727,15.957121037626344,1332150.0237285679,BBB
HSBC,CP003685,430235.2539623082,11.327929846024299,1587541.8169802644,BB
Citigroup,CP003686,2505081.865516594,11.57294557127233,6033637.211041112,A
Deutsche Bank,CP003687,2658951.3348699994,9.08231969602505,2927556.2321421546,AAA
Citigroup,CP003688,1651559.4804701528,9.731435123837642,2808230.6493358323,BBB
Citigroup,CP003689,1179267.5821993067,11.877144960566788,2195875.040680012,B
Barclays,CP003690,74451114.01950637,14.697274620229162,3178912.0402261643,AAA
Barclays,CP003691,1707681.7872847354,10.268637669202224,27131338.86004922,BB
Barclays,CP003692,783196.6650509207,12.716579083488092,11852736.524945231,BBB
Barclays,CP003693,456265.6442879966,12.796167182567096,1280042.6217511285,AA
Barclays,CP003694,487898.3752705171,11.849208027755274,1914240.9777162932,A
Citigroup,CP003695,476311.9300603305,10.178878487506108,28572357.318384275,BB
HSBC,CP003696,693522.253239331,13.900392368726312,59940245.66848263,AA
Citigroup,CP003697,6380505.37020063,14.882339910052622,1017221.5100376114,AA
Barclays,CP003698,622228.7028691258,13.427712818101998,1013036.5222668983,BBB
HSBC,CP003699,467575.01913466403,10.413620536467853,10437515.32149775,A
Citigroup,CP003700,355140.76447684265,9.306703145862537,2027294.0355708858,BB
Citigroup,CP003701,2752659.8018535883,11.819743089340903,2773921.9657972353,BBB
HSBC,CP003702,13108061.834682295,13.87383220971305,15048289.169707512,D
Citigroup,CP003703,897106.635266292,10.271104162927326,1224490.5114484634,CCC
Barclays,CP003704,2032563.2567196537,9.118170363290961,6404736.74137581,BBB
Barclays,CP003705,9167444.714398844,11.565016967772541,557114.7492411961,BB
Barclays,CP003706,1490958.411348463,14.413207398195024,1003429.7087223988,BB
Deutsche Bank,CP003707,3902819.0265862932,14.658497015310763,2267333.073857151,BBB
Barclays,CP003708,2256785.9730337663,14.79720021685564,433538.69720545015,BB
Citigroup,CP003709,4938919.529877316,15.700180942155065,863194.3761154609,BBB
HSBC,CP003710,217557.48234343613,11.96427889831993,10133243.782088328,A
HSBC,CP003711,2083693.4168509152,15.10050021195277,1243475.764581867,A
Barclays,CP003712,129895.63808438783,12.409469310212668,8284868.577248205,AAA
Deutsche Bank,CP003713,12505499.627736252,15.213546122951975,1546546.1040418714,BB
Barclays,CP003714,438056.6234243717,15.464094784245157,2379248.9544114308,BBB
Deutsche Bank,CP003715,416577.27697554615,14.698995518587825,386820.0587910478,BBB
HSBC,CP003716,1002074.3571707807,15.718095374094831,20209127.21283486,BB
Citigroup,CP003717,1530839.5172500608,9.545412479891619,982168.9911538305,A
HSBC,CP003718,578149.8928986142,10.099968856672659,4017070.138741791,A
Barclays,CP003719,1424029.0072106887,10.011838798188172,11600143.66593062,AAA
Deutsche Bank,CP003720,175211.85465929142,15.439897345145132,2963571.4655957925,BBB
Deutsche Bank,CP003721,4057246.61355774,13.257257042464346,5401310.424526293,A
Citigroup,CP003722,752150.672824985,15.255884023138353,4806393.752053182,A
Barclays,CP003723,515464.76201271627,15.52052851107802,32013473.07845719,A
Barclays,CP003724,959407.427892071,12.324114932542152,1786769.0350432035,AAA
Citigroup,CP003725,319155.12269812933,9.384128710923202,1457748.9797409468,D
Deutsche Bank,CP003726,140462.956039489,12.579327735781268,305311.5053564216,A
Deutsche Bank,CP003727,215869.9422063807,9.536059863802281,288368.21333388804,A
Citigroup,CP003728,377912.5097096595,9.71571801066568,1875296.5249146908,AAA
Deutsche Bank,CP003729,982537.4381267249,14.874666572790304,55451644.40154884,BBB
Deutsche Bank,CP003730,1037182.8357044534,10.134027906606157,1818445.4183628405,AAA
Citigroup,CP003731,2384116.103880792,10.041770667057598,4438987.043021407,BB
Citigroup,CP003732,1381220.5732636235,12.94065388005378,17555171.831120916,BB
HSBC,CP003733,241172.37096963747,14.14311002588034,897280.7833176366,A
Deutsche Bank,CP003734,6267485.287954453,14.488352023751727,680373.5210498025,BB
HSBC,CP003735,251477.13057967462,11.251301626043887,9208465.659680609,AAA
HSBC,CP003736,1311715.01652589,13.90161087817648,2020458.111558412,B
Barclays,CP003737,2444911.087173122,15.417535662309845,1984682.1091467433,A
Citigroup,CP003738,969461.4155457838,11.0439639023326,1534119.7537535264,BBB
HSBC,CP003739,4688903.134251747,12.705370646823607,6452063.884337078,B
Barclays,CP003740,3080383.647275326,14.775584520597274,2384734.866364581,AA
Barclays,CP003741,731489.5771468137,9.61701663168642,9119700.14831052,CCC
Barclays,CP003742,124389.35180331662,12.009398384405792,6591083.968952512,AAA
Barclays,CP003743,1222441.7956284364,14.642692403008251,7112017.09067937,AAA
Deutsche Bank,CP003744,6681921.606825891,12.105093075831629,7033654.354744377,AAA
Barclays,CP003745,5676253.985838439,13.192977172467971,1280237.1576593306,AAA
HSBC,CP003746,6463307.974295719,13.30973509506906,797537.3790129026,A
Barclays,CP003747,556171.3864702217,11.87313724549624,13318550.54824613,BB
HSBC,CP003748,2295127.493336846,15.36866513976284,4116182.6483458686,AA
Barclays,CP003749,572383.2975215714,11.756067518801565,4455195.292443358,BB
HSBC,CP003750,401750.6540163001,13.36056813584942,583853.7493512649,BBB
Barclays,CP003751,643067.3514080315,15.691098257136144,955084.4021124408,A
Barclays,CP003752,413102.9138286496,15.858496094388011,2261767.8866912457,AAA
Barclays,CP003753,558181.9418614089,9.27468762420415,649942.6199899944,AAA
Deutsche Bank,CP003754,454859.3528169298,9.258057379992504,434439.9108595463,A
Barclays,CP003755,4862763.184506161,12.293261958850264,4574114.883437427,A
Citigroup,CP003756,1858936.604017054,11.233621250127994,2402916.3798396,AAA
Barclays,CP003757,566355.4874490189,15.915494192091831,3816084.270647194,A
Deutsche Bank,CP003758,1759273.4847400188,10.51178701028777,1879095.1709644615,AA
Deutsche Bank,CP003759,244554.93607774356,13.81563058238923,1098028.6207578955,BBB
HSBC,CP003760,1876810.784431558,15.513917819745625,4794246.2315781675,AAA
HSBC,CP003761,53797.229980825054,10.752967413674984,2843164.49433075,AAA
Barclays,CP003762,168314.32628515345,14.062145870853609,16363925.58642859,BBB
HSBC,CP003763,298811.33654334117,9.976182655688612,2186485.9380854047,D
Deutsche Bank,CP003764,223390.2603186899,15.629932737421601,1594279.8048268843,AA
Deutsche Bank,CP003765,1083078.6315106389,14.105103950910454,28072364.495027713,AA
Barclays,CP003766,610120.241153256,14.619055976792058,4084349.862927605,AAA
Deutsche Bank,CP003767,1241288.2205125042,13.927649867243591,1853826.5473102361,BBB
HSBC,CP003768,15154678.644321311,15.109980382346349,8288423.808515454,A
Deutsche Bank,CP003769,14499342.48501417,9.363544702311854,3745900.059935635,A
Citigroup,CP003770,1776268.8842556083,12.626535452587781,4071570.54811946,AA
Deutsche Bank,CP003771,145936.13336455214,11.393177705314761,3104031.763100731,BBB
Barclays,CP003772,34867.25184186346,13.688283554051942,6740251.498864688,A
HSBC,CP003773,1683643.396948201,11.049292508039628,2060354.3098855466,AAA
Deutsche Bank,CP003774,4116121.854723855,9.169152082826555,1955458.0691865399,A
Barclays,CP003775,1788390.5111661411,12.549178594559873,3618495.2157018813,AAA
Deutsche Bank,CP003776,191785.983822798,9.638959625914936,2091721.963824865,A
Citigroup,CP003777,1211371.638461054,11.91177169668283,4499026.417194089,BB
Deutsche Bank,CP003778,285971.60234605736,10.287029466146985,3162036.6920328652,AA
Deutsche Bank,CP003779,2321469.8916898197,9.630401461386427,3733163.4945835476,A
Deutsche Bank,CP003780,5641833.219759235,12.816727643251717,9122841.23932279,A
HSBC,CP003781,530146.2690026737,10.746354549357413,1111236.6674419479,BB
HSBC,CP003782,1941403.5111317262,15.222523157360925,1813868.456652488,A
Citigroup,CP003783,921644.5542742183,15.73919439880879,8834523.807449874,AA
HSBC,CP003784,2149191.8479477298,14.361771393114715,866820.8997200822,AA
Deutsche Bank,CP003785,705412.1857356088,10.011233621855304,1116574.018745534,AA
Citigroup,CP003786,922397.2135537005,9.384363899682128,3435827.5732678534,AA
HSBC,CP003787,1231333.9996458462,10.442419192911913,1689419.76530551,BBB
HSBC,CP003788,2655278.074735264,13.231081237452262,2756721.5683003208,AA
HSBC,CP003789,3824455.643075644,15.570457360639264,2178384.4943204797,A
HSBC,CP003790,48004.56332282329,13.594484076048529,297464.63440307364,BBB
HSBC,CP003791,4567784.819167523,13.0066152230123,4759450.162571504,AA
Citigroup,CP003792,2976303.023063125,12.199382274141227,1702904.2624986728,AAA
Citigroup,CP003793,1547261.3535992103,11.583745035138191,827113.0960706442,A
HSBC,CP003794,709861.0955997694,14.282587157300348,24909707.92894026,AAA
Barclays,CP003795,724585.1608753056,13.459864645092955,2639720.3311854447,AAA
Citigroup,CP003796,1881696.0846282425,14.062888782291802,61472.232305968995,BB
Citigroup,CP003797,4035469.4575219513,15.601866921721564,15005666.56222548,BBB
Barclays,CP003798,968012.4133711758,11.215660005821432,2819037.133303114,BB
Barclays,CP003799,2244464.308097949,13.073223662079483,5707267.021494778,BB
Deutsche Bank,CP003800,3356334.6450127237,9.642078065489759,20887824.7678962,AAA
Deutsche Bank,CP003801,3097294.4539432246,14.176741806840369,3682049.1060186964,AAA
Deutsche Bank,CP003802,606603.6889457258,12.594525682102503,14050208.589283947,A
HSBC,CP003803,11516789.764189895,9.676912360792938,17583062.0826335,AA
Barclays,CP003804,150062.50398406954,10.277141433793403,310282.88611122005,AAA
Deutsche Bank,CP003805,167364.1448788488,12.508508478675392,9844309.472300958,BBB
Citigroup,CP003806,355883.0430597259,9.022743373559734,10539827.713767467,BBB
HSBC,CP003807,341967.6848384849,10.69081927287358,482762.0576060007,BBB
Deutsche Bank,CP003808,1861145.8905167175,14.72863543595868,1508003.4264633895,AA
Deutsche Bank,CP003809,305714.405001643,15.64289541585224,17705900.233853485,BB
Barclays,CP003810,664944.107572437,9.772212868318515,1689563.5309443353,AA
HSBC,CP003811,2432038.596299666,11.731266406070961,2079822.5407831094,BBB
Barclays,CP003812,2637833.9239761652,12.703435864033981,424539.62648498046,BBB
HSBC,CP003813,2058312.1988391273,11.428118843779616,1637661.5162156718,AA
Barclays,CP003814,7088968.948915821,15.085616789120657,312943.80746009,AAA
Deutsche Bank,CP003815,291311.55088432116,12.621208693570601,3624279.1577558257,BB
Citigroup,CP003816,888787.4811790223,15.933392559677971,4756560.830853749,A
Barclays,CP003817,2569155.5845777146,12.035073688817324,19166527.19493323,AA
Barclays,CP003818,362538.85390197596,9.215717579133514,1872624.5830403608,A
Barclays,CP003819,5285040.164869454,13.947521976606794,8210271.670296968,AAA
Barclays,CP003820,778880.4680762746,14.732285582464943,13561251.528034283,BB
HSBC,CP003821,1179684.9360298454,10.841472625347679,4345933.757525933,BBB
HSBC,CP003822,968506.0245461131,11.907310549983062,844764.050866255,A
HSBC,CP003823,696286.8700295861,11.58494492403793,16570594.879313465,BBB
Barclays,CP003824,950905.241299974,12.341085849212794,1078627.5774390788,AA
Citigroup,CP003825,1330230.76212224,11.308894276822414,1352896.8133569679,AA
Deutsche Bank,CP003826,739380.7410220427,12.574095417601198,1999677.6813019072,AA
Barclays,CP003827,1607669.4127767175,15.665525797521815,7845389.571655019,BBB
HSBC,CP003828,334383.3833970366,9.578418830920171,515548.8771087756,BBB
Deutsche Bank,CP003829,596414.8403514862,9.064163197461243,3573325.30451809,BB
HSBC,CP003830,800364.451545673,10.995754013524907,55121345.357574,AAA
Barclays,CP003831,232064.2372561792,12.505984356832446,15259722.3724566,BBB
Barclays,CP003832,941208.938587082,10.602764016842109,22926069.591177795,BB
Citigroup,CP003833,943836.6081076588,14.620892049265583,6364058.939386434,BBB
Barclays,CP003834,795175.3152375628,9.604595718734165,1256317.3120942814,BBB
Barclays,CP003835,3246950.1383676087,10.818201712031284,1135245.155964661,AAA
HSBC,CP003836,1014087.0385532829,14.269842069934938,1917733.6202807305,BBB
Citigroup,CP003837,1720088.7055735288,12.420289736890666,5918807.397996959,BBB
Citigroup,CP003838,3808089.7059509475,9.288120294258084,2293459.665661902,A
HSBC,CP003839,468805.25072178035,9.275809747807704,15671255.474638468,B
Citigroup,CP003840,804754.1787319152,10.747137924840196,1191364.6107520298,BBB
Deutsche Bank,CP003841,11543954.471084738,14.691038923993439,1610717.1553179105,BBB
Barclays,CP003842,6871294.953590878,10.841571942475657,1460472.5474588997,AA
Deutsche Bank,CP003843,656977.5296019788,9.67533914885368,6762336.813637571,BB
Citigroup,CP003844,10803000.433947483,9.460183055083286,595975.1161902476,BBB
Barclays,CP003845,288342.75510474166,9.294206898168381,492022.8031202194,AA
HSBC,CP003846,7531916.837528601,10.393370753063255,4987171.948203253,A
Citigroup,CP003847,242881.7877384324,10.683679454125183,9838252.798097596,AAA
Citigroup,CP003848,13581352.317764647,9.64501520490739,1628474.030926864,BBB
Barclays,CP003849,633272.5610430769,13.710421481898129,1258650.509122054,BB
Barclays,CP003850,3267718.1423609285,14.916411664449415,6753823.903641381,A
HSBC,CP003851,272607.5635793371,10.134300527597233,27197237.934540525,AA
Citigroup,CP003852,571782.973371408,12.639984692969474,12944447.275232296,BBB
Deutsche Bank,CP003853,776714.3448725439,12.256896208158302,299794.7270990864,A
Citigroup,CP003854,540181.6728452054,15.861465187976112,5997894.076215215,AA
HSBC,CP003855,4636608.323751481,9.56199837244351,1980137.0784115132,AAA
Deutsche Bank,CP003856,7721132.030809832,13.014830297704126,1018724.8317660512,AAA
Barclays,CP003857,376870.10862011975,13.079967241087548,9558635.893514697,BBB
Citigroup,CP003858,1983624.482231228,12.533294178873708,3015618.047439923,AA
Deutsche Bank,CP003859,262903.19086844724,9.187595817385294,20651199.736802626,BBB
Citigroup,CP003860,14897102.389219183,10.595440109076208,3491747.4611118645,AA
Deutsche Bank,CP003861,154362.69618830294,14.679767121507478,5444072.219682311,A
HSBC,CP003862,103549.7897537163,14.48341085587545,39481582.22954119,A
Citigroup,CP003863,420916.58176610776,12.207656019463446,17426149.16706054,BBB
HSBC,CP003864,1094320.8232351243,15.825725366946546,2446340.6037021754,AAA
HSBC,CP003865,2619556.897684253,11.984641477230307,3758528.9132582904,BBB
Deutsche Bank,CP003866,1592075.6826554127,14.821683991119137,228884.47678973075,AA
Citigroup,CP003867,368591.42193354503,14.89051261614782,10026302.94556699,AAA
HSBC,CP003868,1065528.4127983022,9.340877963661178,6747671.280676978,AAA
Deutsche Bank,CP003869,6339669.070768271,15.835278616487605,1036250.8326903479,B
Deutsche Bank,CP003870,1087743.176195228,9.687427159028747,6241204.158303898,A
Barclays,CP003871,1384507.0160961011,11.609087158824359,6719599.917042857,A
Citigroup,CP003872,1271512.8333359852,12.459599092536815,2452029.2828270067,AA
HSBC,CP003873,71672.49913795915,10.126223339091414,677881.2054618619,A
HSBC,CP003874,623349.5093019499,11.946026689659533,1588513.8361996836,A
Citigroup,CP003875,83125.23368878488,12.612848436571277,9864887.747242121,A
HSBC,CP003876,582154.4308757533,15.440887742076878,4628661.692690855,BBB
HSBC,CP003877,698305.7569571336,13.83259068827701,636300.746693092,A
HSBC,CP003878,2516207.2510326835,10.312604816869262,2879655.7990573947,A
HSBC,CP003879,3039431.42075766,13.793173711221137,2237322.0367452833,BB
Citigroup,CP003880,1813795.043746582,12.649701513249184,3218431.833935338,BBB
HSBC,CP003881,832746.1296458787,11.795711175754674,10679990.044794094,A
HSBC,CP003882,2983893.0591325825,13.410111416028059,36767953.498046175,A
Barclays,CP003883,106813.99530753493,15.297582236604232,5606922.390057037,B
HSBC,CP003884,253633.09281096715,15.03030553894951,1315868.361677277,CCC
Citigroup,CP003885,4217953.757958462,9.045771372185,2708252.146930312,BBB
HSBC,CP003886,2221101.8526623603,15.80103105226606,1737855.553467962,BB
Citigroup,CP003887,165673.37694145928,9.367920887014044,1637616.829373856,BBB
Citigroup,CP003888,702107.7218415018,15.46638394481661,2497796.8569630627,BBB
Citigroup,CP003889,73731.6124063829,14.323990334188293,2754290.0225399323,AA
Citigroup,CP003890,228686.83550313354,11.925476985188908,33839024.60377101,AAA
Deutsche Bank,CP003891,952661.8719774022,11.17161595439001,1184090.1466946823,AAA
HSBC,CP003892,2831887.6541415476,13.092686456864277,1646704.1366349396,BBB
Deutsche Bank,CP003893,1826923.056598738,12.198896803985923,2539272.0331074186,AA
Deutsche Bank,CP003894,1077533.510193351,13.3220315246738,2961365.232481234,BB
Barclays,CP003895,2883174.846730163,10.78262447679614,418334.33012442535,AAA
Deutsche Bank,CP003896,723127.2580048222,13.383019242399826,538967.0360134561,BBB
Deutsche Bank,CP003897,1370289.6265116734,13.752242088728156,98456835.00191234,AA
HSBC,CP003898,605865.4568219787,11.908996011563243,16494833.276070543,BB
Deutsche Bank,CP003899,1873008.0608849484,14.696362273391156,64885504.095928125,BBB
Barclays,CP003900,1363446.4517043359,14.56421093075675,626921.116097044,BB
Barclays,CP003901,235360.55891429653,15.981712290268877,19244924.00875897,A
Deutsche Bank,CP003902,848085.3877048388,15.53795536068306,7205989.596723459,B
Citigroup,CP003903,622226.6226967538,9.1093839695259,10221833.625697954,BB
Barclays,CP003904,515121.41285445396,15.438204146551183,37007839.05558293,A
HSBC,CP003905,3645486.2147063846,12.57899610056913,1239207.9543225244,B
Barclays,CP003906,19174674.4760569,9.883939649656028,173645.39202530772,BBB
Deutsche Bank,CP003907,1286404.3328684773,10.726551582783003,1905744.5072894539,AA
HSBC,CP003908,1416730.9646195993,13.344119612945608,1838292.486522111,AA
Citigroup,CP003909,608971.0050185365,15.855609843949669,5597886.633868633,BBB
HSBC,CP003910,3420929.0968908356,14.779667931548982,28506192.21374978,A
Deutsche Bank,CP003911,3220556.072856801,9.983231723014564,26158740.20456946,BB
Barclays,CP003912,249948.41566553418,11.390786576283757,42945494.57916937,A
Deutsche Bank,CP003913,475675.97419068305,14.387412567221721,2698841.9551129336,AAA
HSBC,CP003914,3712262.8212715834,9.770144069891764,8846977.096654378,AAA
Citigroup,CP003915,1075016.819686628,12.628719638485594,16640553.66842066,AAA
Barclays,CP003916,1157716.1291967083,9.769504451112045,43240887.41946209,AA
Citigroup,CP003917,1137408.5483811852,11.31788725849278,2435206.7155364477,AA
Deutsche Bank,CP003918,248104.03756108615,9.398609493816673,2393182.869457023,AA
Citigroup,CP003919,2427664.393190102,15.418702257669933,23474403.017472826,AA
HSBC,CP003920,9361078.296179228,13.80251755690649,3201910.602802989,A
Deutsche Bank,CP003921,320333.17987467174,11.964003294763094,2343514.5479370784,AA
Barclays,CP003922,1428950.021114787,12.40335731885122,1100700.1867214108,A
Citigroup,CP003923,1074804.042376217,9.806104293096219,6720604.073169645,AA
Citigroup,CP003924,9149852.348188762,9.322164595232188,5217887.634405761,A
Barclays,CP003925,13008406.758682698,9.243525329087202,2166696.6157408194,A
HSBC,CP003926,1000398.48826066,13.827122848973978,15087348.777981697,AAA
Barclays,CP003927,5661473.029448634,10.266271619798903,2880314.000276935,AAA
Barclays,CP003928,2004880.2168500412,12.646593174753203,9506455.20373777,D
Barclays,CP003929,844833.4567583362,15.659620914375857,932632.0337881603,B
Deutsche Bank,CP003930,1029894.3299587846,9.122218809554454,207028.6861762955,BBB
Citigroup,CP003931,312677.35397925205,11.013651890023848,507885.2734795926,BBB
Deutsche Bank,CP003932,3630279.0627337387,15.557660938787677,464566.57306621404,BBB
HSBC,CP003933,269427.0446158682,12.190298612099042,21442980.36991579,A
Citigroup,CP003934,384045.39676213526,11.291455165945957,829760.2541714428,BBB
Barclays,CP003935,3075495.590793571,9.317372753955404,3671753.872546503,BBB
Citigroup,CP003936,672883.3977574825,15.112437188168224,5354525.078981638,AA
Barclays,CP003937,1368556.700032932,11.88975004284043,10250737.341455813,A
Barclays,CP003938,2803580.4942325554,10.461763829418071,22058295.234202955,A
HSBC,CP003939,4358114.337711266,11.74913522589505,39179557.79991421,A
Citigroup,CP003940,1989698.162567669,10.13208396046009,9137953.752495274,AA
HSBC,CP003941,489085.4776779312,14.816659696582681,897341.7173824724,BB
Deutsche Bank,CP003942,287426.6090120593,15.32244215931958,1078836.6229287768,BBB
HSBC,CP003943,873282.5233165062,14.216413271061665,892650.7837292943,BBB
Barclays,CP003944,455262.3645638728,15.961102103042972,16582647.38201492,BBB
HSBC,CP003945,4061359.1563350228,11.100069211909595,1255078.0957610037,BBB
Barclays,CP003946,323571.98291248287,12.127882218714532,16831089.214564662,BB
Barclays,CP003947,311816.524903404,13.213003692738402,88402996.55830863,CCC
Citigroup,CP003948,1004003.5718432497,9.035595340504962,3114118.5115645225,A
Citigroup,CP003949,5340567.101109711,11.29897044530793,4202886.797364726,B
Citigroup,CP003950,13416379.731421627,14.358837987621612,5419398.33467495,BB
Deutsche Bank,CP003951,61653.355857803304,14.9197147546021,6036126.419310493,AAA
Barclays,CP003952,1888490.279852549,11.661402467473906,2514088.2178979455,BB
Citigroup,CP003953,334599.54351241956,14.09746981339109,1065148.8775492306,BB
Barclays,CP003954,197149.64553604132,11.532061073761822,635698.3997411785,BBB
Deutsche Bank,CP003955,966159.1223272963,11.566182573974222,5595575.720830756,BB
Citigroup,CP003956,12266340.475468555,14.369286222302804,4556357.50350718,BB
Citigroup,CP003957,338781.2666840567,9.439290971327269,3274109.059032233,A
Citigroup,CP003958,206166.37907000675,15.682686788201316,4832939.592856871,AA
Barclays,CP003959,1759283.0571262976,14.784400177341253,8330186.4524118,A
Citigroup,CP003960,163992.0431606219,11.129309573543782,1029289.7206780815,A
Deutsche Bank,CP003961,3035064.1615428594,9.503861750210959,1562444.2083147408,BB
HSBC,CP003962,1523084.4260281918,15.837729747802177,4684498.914857204,B
Barclays,CP003963,347472.04288616846,11.362991943685362,1986790.4644953168,BBB
Barclays,CP003964,21680197.333358902,9.842939768740287,1101787.521768622,AA
Barclays,CP003965,4495561.850346811,13.425752556778436,3448357.4321680632,BB
HSBC,CP003966,541864.1069570148,15.4059509398881,212634.1179615743,AA
Citigroup,CP003967,279194.24808143644,11.846731715402285,513980.13067001494,BB
HSBC,CP003968,5883889.296934009,13.04879493700271,103796.31969488761,BBB
Deutsche Bank,CP003969,1577999.9262863477,12.755055937255483,1432101.4346039623,AA
Citigroup,CP003970,238495.98197617935,12.753789002687832,2157543.640024513,BBB
Barclays,CP003971,7978136.075703442,14.881204330005314,18006338.621541932,BB
HSBC,CP003972,451324.0478212803,12.665944990898424,414890.5090543949,BBB
Deutsche Bank,CP003973,1584491.4341065234,10.479607391726113,2371255.8515873495,AA
Barclays,CP003974,687364.9751295064,14.766767458142388,4439029.617897569,AA
HSBC,CP003975,8851573.257944811,12.351409700598934,1150706.8633540494,AAA
Deutsche Bank,CP003976,532960.5350093226,12.282731355308057,503997.3822828656,BBB
Barclays,CP003977,1458880.1080118944,14.139183508459315,1259754.33697962,BB
Barclays,CP003978,1246431.003497273,15.710890047684998,28889324.897976056,AAA
Citigroup,CP003979,1739373.7464216575,13.887530374638418,1876176.825631109,BB
Citigroup,CP003980,877615.1320026988,13.580008535076544,4317056.682661151,A
Deutsche Bank,CP003981,438982.75157377956,9.914079130912768,815264.1807086453,BB
HSBC,CP003982,95907.64223034271,15.703281398300465,17847610.93119505,BBB
Barclays,CP003983,6171460.017217793,10.548889673023675,2717409.8713026787,AA
Citigroup,CP003984,1426319.7217800645,9.048668889740826,1957576.1564983244,A
Barclays,CP003985,8712562.03952395,9.176566387761968,4071073.614542905,BBB
Deutsche Bank,CP003986,2363415.3498335397,15.316380250392907,2490472.693308043,BBB
HSBC,CP003987,1054117.9281564786,10.338950757219328,7984509.658442846,B
Barclays,CP003988,2900599.9647844,11.027241933846812,4541623.947214587,BBB
HSBC,CP003989,960198.3507261554,9.423102421800055,2439389.6754240347,AA
HSBC,CP003990,2470912.016283403,11.9575544683691,31334473.3710319,AAA
Deutsche Bank,CP003991,185136.26759165907,15.091628179074402,1009103.3195908184,BBB
Deutsche Bank,CP003992,5708738.108493569,13.223179270670219,1619814.1170176326,AA
HSBC,CP003993,103788.30743725793,15.00781286624569,1715722.632095842,BBB
Deutsche Bank,CP003994,2053329.5604813718,14.039417010616262,4358868.8868284365,BBB
HSBC,CP003995,1315335.0538820324,13.392126857833377,4424234.786608922,BBB
Deutsche Bank,CP003996,545098.1201558866,12.722267245143644,1107163.7269585282,AA
Citigroup,CP003997,843015.8920113586,9.101718187665817,16272666.158928394,BBB
Barclays,CP003998,444599.2607354564,11.13410863278755,679896.6557355743,A
HSBC,CP003999,5430531.062882822,13.11048666206149,1126885.5805651348,BBB
Barclays,CP004000,1642263.2102689801,14.403004906360945,26667515.611281943,AA
Deutsche Bank,CP004001,190600.4840098042,15.932633444929289,2431470.3759869765,BBB
Barclays,CP004002,983294.4822083721,9.383949705396509,1117967.68568947,BB
HSBC,CP004003,641595.6030179828,15.900299362472836,5938881.3426789185,AAA
Citigroup,CP004004,4929114.202605438,11.856332023199727,56244897.473365664,BB
Deutsche Bank,CP004005,4562060.164501621,12.869010626283778,2275870.7588871154,AAA
Barclays,CP004006,1688111.8208802466,14.132843363785586,39336843.99126391,AAA
Deutsche Bank,CP004007,6484499.015029024,11.108390475421201,1729734.8871858022,AA
HSBC,CP004008,888017.4796822767,11.3332625188075,1164949.6893641015,BBB
HSBC,CP004009,2938414.348460468,9.784642065657676,10988923.103417376,AAA
Barclays,CP004010,4116119.957932043,15.893694261354156,2309967.0543306074,AA
Barclays,CP004011,10320635.064677652,10.195446344907426,799838.2259870318,BB
Citigroup,CP004012,4224032.920649549,15.669736052497129,14967793.843898183,BB
Citigroup,CP004013,3666533.682449875,9.317636989940802,2268061.1865597544,A
HSBC,CP004014,1886215.0329693141,9.915080503689714,1868853.5973879127,A
HSBC,CP004015,1408317.7721486671,11.383457424269395,4380441.962580667,BBB
HSBC,CP004016,938144.6957459915,9.409457348837178,2552643.9304677425,BBB
Citigroup,CP004017,1768188.9203448016,13.040723373962662,19717705.960642546,A
Citigroup,CP004018,5701704.585728523,10.386655584801966,3582281.1755998754,BBB
